,merchant,category,amt,job,is_fraud,trans_hour,age,location
6889,Hackett Group,travel,2.91,Clothing/textile technologist,0,15,25,"Tekoa,WA"
6890,Nolan-Williamson,kids_pets,111.21,Education administrator,0,15,58,"Vinton,CA"
6891,Crona and Sons,kids_pets,38.5,Architectural technologist,0,15,63,"Llano,NM"
6892,Donnelly LLC,entertainment,68.79,"""Engineer, agricultural""",0,15,44,"Kissee Mills,MO"
6893,Corwin-Romague,travel,9.28,Clothing/textile technologist,0,15,25,"Tekoa,WA"
6894,"""Larkin, Stracke and Greenfelde""",entertainment,77.91,Metallurgist,0,15,49,"Carroll,NE"
6895,O'Keefe-Wisoky,food_dining,8.25,Public relations account executive,0,15,85,"Meredith,CO"
6896,Yost-Rogahn,personal_care,34.0,Petroleum engineer,0,15,37,"Superior,AZ"
6897,Pacocha-Weissnat,kids_pets,15.24,"""Nurse, children's""",0,15,44,"North Loup,NE"
6898,Fadel Inc,health_fitness,2.82,Human resources officer,0,15,57,"Manley,NE"
6899,"""Durgan, Gislason and Spence""",home,3.92,Health service manager,0,15,97,"June Lake,CA"
6900,"""Hauck, Dietrich and Funk""",kids_pets,138.7,"""Lecturer, higher education""",0,15,31,"Riverton,WY"
6901,"""Greenholt, O'Hara and Balistreri""",shopping_net,6.72,Insurance broker,0,15,42,"Sutherland,NE"
6902,"""Langosh, Wintheiser and Hyatt""",food_dining,8.56,Education administrator,0,15,58,"Vinton,CA"
6903,Mayert Group,shopping_pos,7.47,Firefighter,0,15,51,"Norwalk,CA"
6904,"""Hahn, Douglas and Schowalte""",travel,57.8,Medical technical officer,0,15,55,"Monitor,WA"
6905,"""Larson, Quitzon and Spence""",travel,429.45,Immigration officer,0,15,37,"Fiddletown,CA"
6906,Frami Group,entertainment,76.55,"""Engineer, agricultural""",0,15,44,"Kissee Mills,MO"
6907,Shields-Wunsch,health_fitness,44.04,Barista,0,15,50,"Oakland,CA"
6908,Pouros-Conroy,shopping_pos,51.84,Water engineer,0,15,49,"Littleton,CO"
6909,Schaefer Lt,kids_pets,14.05,Podiatrist,0,15,52,"Lakeport,CA"
6910,"""Labadie, Treutel and Bode""",shopping_net,87.0,Clothing/textile technologist,0,15,25,"Tekoa,WA"
6911,Veum-Koelpin,travel,5.08,Tax inspector,0,15,36,"Rocky Mount,MO"
6912,Fisher Inc,shopping_net,1.13,Firefighter,0,15,51,"Norwalk,CA"
6913,Monahan-Mo,personal_care,60.57,"""Designer, exhibition/display""",0,15,52,"Sun City,CA"
6914,Gleason and Sons,kids_pets,122.64,"""Designer, exhibition/display""",0,15,52,"Sun City,CA"
6915,Flatley-Durgan,misc_net,55.86,Counselling psychologist,0,15,24,"Phoenix,AZ"
6916,Simonis-Prohask,misc_pos,2.47,Educational psychologist,0,15,43,"Manville,WY"
6917,Beier-Hyatt,shopping_pos,7.11,"""Lecturer, higher education""",0,15,31,"Riverton,WY"
6918,"""Medhurst, Cartwright and Ebert""",personal_care,173.52,Materials engineer,0,15,83,"Yellowstone National Park,WY"
6919,Adams-Barrows,health_fitness,33.06,Clothing/textile technologist,0,15,25,"Tekoa,WA"
6920,"""Streich, Rolfson and Wilderman""",kids_pets,60.65,Location manager,0,15,35,"Moab,UT"
6921,Kulas Group,health_fitness,22.39,Health physicist,0,16,53,"Newhall,CA"
6922,Schimmel-Olson,kids_pets,32.01,Information systems manager,0,16,38,"Fort Washakie,WY"
6923,Auer LLC,personal_care,26.15,Barrister,0,16,88,"Cascade Locks,OR"
6924,"""Brown, Homenick and Lesch""",health_fitness,50.74,Public house manager,0,16,50,"Burlington,WA"
6925,Ruecker-Mayert,kids_pets,7.67,Insurance broker,0,16,42,"Sutherland,NE"
6926,Cruickshank-Mills,entertainment,132.29,"""Therapist, occupational""",0,16,73,"Carlotta,CA"
6927,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,5.32,"""Lecturer, higher education""",0,16,31,"Riverton,WY"
6928,Turcotte-Halvorson,misc_pos,1.62,Web designer,0,16,41,"Smith River,CA"
6929,Jacobi and Sons,shopping_pos,9.6,Educational psychologist,0,16,43,"Manville,WY"
6930,Homenick LLC,personal_care,111.78,Public house manager,0,16,50,"Burlington,WA"
6931,"""Goyette, Howell and Collie""",shopping_pos,9.79,"""Designer, exhibition/display""",0,16,52,"Sun City,CA"
6932,Treutel-King,travel,9.68,Land/geomatics surveyor,0,16,39,"Arnold,MO"
6933,"""Nienow, Barrows and Romague""",personal_care,52.39,"""Surveyor, minerals""",0,16,37,"Thompson,UT"
6934,Torphy-Goyette,shopping_pos,43.39,"""Designer, exhibition/display""",0,16,52,"Sun City,CA"
6935,"""Nitzsche, Kessler and Wol""",shopping_pos,2.23,Web designer,0,16,41,"Smith River,CA"
6936,Bernhard-Lesch,food_dining,68.33,"""Engineer, petroleum""",0,16,87,"Scotts Mills,OR"
6937,Brown-Greenholt,entertainment,29.62,"""Administrator, education""",0,16,85,"Wales,AK"
6938,Larson-Moen,entertainment,23.71,"""Therapist, art""",0,16,36,"Moriarty,NM"
6939,"""Armstrong, Walter and Gottlieb""",food_dining,59.99,Freight forwarder,0,16,48,"Fort Washakie,WY"
6940,"""Kihn, Abernathy and Douglas""",shopping_net,96.16,Health physicist,0,16,53,"Newhall,CA"
6941,Fadel Inc,health_fitness,41.42,"""Surveyor, land/geomatics""",0,16,36,"Red River,NM"
6942,Cummerata-Hilpert,entertainment,4.26,"""Engineer, maintenance""",0,16,68,"Gardiner,OR"
6943,Boyer PLC,shopping_net,8.62,Research scientist (physical sciences),0,16,47,"Newberg,OR"
6944,Ernser-Feest,home,159.06,Network engineer,0,16,69,"Kirk,CO"
6945,"""Swaniawski, Lowe and Robel""",shopping_pos,17.37,Civil Service administrator,0,16,48,"Albuquerque,NM"
6946,Reichel LLC,personal_care,11.07,Teaching laboratory technician,0,17,39,"Vancouver,WA"
6947,"""Schmeler, Bashirian and Price""",shopping_net,4.16,Futures trader,0,17,31,"American Fork,UT"
6948,Towne LLC,misc_pos,1.64,"""Engineer, communications""",0,17,23,"Ballwin,MO"
6949,Padberg-Saue,home,77.16,Electronics engineer,0,17,35,"Centerview,MO"
6950,"""Wuckert, Wintheiser and Friesen""",home,30.15,Medical technical officer,0,17,55,"Monitor,WA"
6951,"""Heathcote, Yost and Kertzmann""",shopping_net,6.65,Podiatrist,0,17,52,"Lakeport,CA"
6952,"""Hintz, Bauch and Smith""",health_fitness,191.09,Historic buildings inspector/conservation officer,0,17,52,"Espanola,NM"
6953,Brown Inc,kids_pets,5.11,Architect,0,17,71,"Mound City,MO"
6954,Schaefer Lt,kids_pets,49.24,Insurance broker,0,17,45,"Woods Cross,UT"
6955,Adams-Barrows,health_fitness,74.07,Immigration officer,0,17,37,"Fiddletown,CA"
6956,Torphy-Goyette,shopping_pos,6.96,Intelligence analyst,0,17,53,"Meridian,ID"
6957,Schuppe LLC,entertainment,14.12,Electronics engineer,0,17,35,"Centerview,MO"
6958,Stark-Batz,entertainment,24.74,"""Education officer, museum""",0,17,57,"Freedom,WY"
6959,Pacocha-Bauch,shopping_pos,8.22,Special educational needs teacher,0,17,46,"Orient,WA"
6960,Veum-Koelpin,travel,587.15,Dealer,0,17,48,"Athena,OR"
6961,"""Reichel, Bradtke and Blan""",travel,2.94,Television/film/video producer,0,17,67,"Nelson,NE"
6962,Dibbert and Sons,entertainment,13.58,Cartographer,0,17,58,"Mesa,ID"
6963,Kihn-Schuste,food_dining,98.81,Location manager,0,17,35,"Moab,UT"
6964,Friesen Inc,shopping_pos,1.24,"""Sales professional, IT""",0,17,34,"Altonah,UT"
6965,Price Inc,shopping_net,5.88,Public house manager,0,17,50,"Burlington,WA"
6966,Prosacco LLC,personal_care,18.55,Chartered public finance accountant,0,17,65,"San Diego,CA"
6967,Nolan-Williamson,kids_pets,69.41,Armed forces training and education officer,0,17,65,"Port Costa,CA"
6968,Dare-Marvin,entertainment,20.15,Public relations account executive,0,17,60,"Lamy,NM"
6969,Kihn-Fritsch,food_dining,9.41,Barista,0,17,50,"Oakland,CA"
6970,Denesik and Sons,shopping_pos,21.52,Planning and development surveyor,0,17,42,"Lake Oswego,OR"
6971,"""Monahan, Bogisich and Ledne""",misc_pos,9.36,"""Research officer, political party""",0,17,40,"Conway,WA"
6972,"""Hermiston, Russel and Price""",food_dining,30.72,Advertising account planner,0,17,42,"Glendale,CA"
6973,"""Hintz, Bauch and Smith""",health_fitness,39.88,Health physicist,0,17,53,"Newhall,CA"
6974,Gerlach Inc,shopping_net,6.09,Production manager,0,18,39,"Wheaton,MO"
6975,Hirthe-Beie,health_fitness,160.56,Network engineer,0,18,79,"Valentine,NE"
6976,Schmeler-Howe,personal_care,76.68,Further education lecturer,0,18,36,"Pueblo,CO"
6977,Bernier and Sons,kids_pets,49.63,Sales executive,0,18,54,"Laguna Hills,CA"
6978,Spencer PLC,entertainment,101.92,"""Designer, exhibition/display""",0,18,52,"Sun City,CA"
6979,Daugherty LLC,kids_pets,32.75,"""Scientist, research (maths)""",0,18,33,"Paauilo,HI"
6980,Dare-Marvin,entertainment,113.56,Health physicist,0,18,53,"Newhall,CA"
6981,"""Kihn, Abernathy and Douglas""",shopping_net,6.57,"""Scientist, research (maths)""",0,18,33,"Paauilo,HI"
6982,Bode-Schuste,kids_pets,17.05,Osteopath,0,18,40,"Issaquah,WA"
6983,Champlin and Sons,home,150.99,"""Scientist, physiological""",0,18,60,"Eugene,OR"
6984,"""Roob, Conn and Tremblay""",shopping_pos,7.42,"""Lecturer, higher education""",0,18,31,"Riverton,WY"
6985,"""Reichert, Rowe and Mraz""",shopping_net,7.35,Location manager,0,18,35,"Moab,UT"
6986,Rolfson-Kunde,personal_care,50.62,Product designer,0,18,89,"Westerville,NE"
6987,Morissette-Schaefe,personal_care,16.5,"""Lecturer, higher education""",0,18,31,"Riverton,WY"
6988,Lynch Lt,shopping_pos,9.91,Location manager,0,18,35,"Moab,UT"
6989,"""Reichert, Huels and Hoppe""",shopping_net,1112.26,"""Engineer, production""",0,18,32,"Independence,MO"
6990,Zboncak Lt,food_dining,11.89,Insurance broker,0,18,42,"Sutherland,NE"
6991,Gerlach Inc,shopping_net,4.0,Geoscientist,0,18,27,"San Jose,CA"
6992,Roob-Okunev,health_fitness,18.94,Product/process development scientist,0,18,51,"Lagrange,WY"
6993,Predovic Inc,shopping_net,9.7,"""Engineer, automotive""",0,18,50,"Hooper,NE"
6994,"""Ritchie, Bradtke and Stiedemann""",travel,8.63,Magazine features editor,0,18,45,"Sacramento,CA"
6995,Homenick LLC,personal_care,87.99,Advertising account planner,0,19,42,"Glendale,CA"
6996,Beer-Jast,kids_pets,41.36,Tax inspector,0,19,36,"Rocky Mount,MO"
6997,"""McDermott, Osinski and Mo""",home,12.88,Electronics engineer,0,19,35,"Centerview,MO"
6998,"""Hettinger, McCullough and Fay""",home,78.21,Human resources officer,0,19,39,"Red Cliff,CO"
6999,Boyer-Reichert,shopping_net,5.41,Production manager,0,19,39,"Wheaton,MO"
7000,"""Schiller, Blanda and Johnson""",home,125.36,Investment analyst,0,19,50,"Redford,MO"
7001,"""Cormier, Stracke and Thiel""",entertainment,19.29,Historic buildings inspector/conservation officer,0,19,52,"Espanola,NM"
7002,Fadel Inc,health_fitness,87.65,Petroleum engineer,0,19,37,"Superior,AZ"
7003,"""O'Reilly, Mohr and Purdy""",home,58.98,"""Nurse, children's""",0,19,44,"North Loup,NE"
7004,Nolan-Williamson,kids_pets,13.26,Clinical research associate,0,19,51,"Odessa,MO"
7005,"""Kihn, Abernathy and Douglas""",shopping_net,2.65,Podiatrist,0,19,52,"Lakeport,CA"
7006,"""Willms, Kris and Bergnaum""",shopping_pos,63.6,"""Surveyor, land/geomatics""",0,19,46,"Kirtland Afb,NM"
7007,"""Haley, Jewess and Bechtel""",shopping_pos,2.58,"""Surveyor, minerals""",0,19,37,"Thompson,UT"
7008,Gerhold LLC,home,9.19,Exercise physiologist,0,19,95,"Clarksville,MO"
7009,"""Ledner, Hartmann and Feest""",health_fitness,71.24,"""Scientist, research (maths)""",0,19,33,"Paauilo,HI"
7010,Jacobi and Sons,shopping_pos,6.88,Intelligence analyst,0,19,53,"Meridian,ID"
7011,Wilkinson PLC,kids_pets,61.64,Planning and development surveyor,0,19,42,"Lake Oswego,OR"
7012,Leannon-W,food_dining,74.6,Tax inspector,0,19,36,"Rocky Mount,MO"
7013,Kutch-Ferry,home,7.82,Research scientist (maths),0,19,96,"Howells,NE"
7014,"""Metz, Russel and Metz""",kids_pets,51.1,"""Nurse, children's""",0,19,44,"North Loup,NE"
7015,Spencer PLC,entertainment,211.23,Historic buildings inspector/conservation officer,0,19,52,"Espanola,NM"
7016,Buckridge PLC,misc_pos,85.29,Firefighter,0,19,51,"Norwalk,CA"
7017,Barton LLC,kids_pets,76.53,Health service manager,0,19,97,"June Lake,CA"
7018,Wilkinson LLC,personal_care,52.47,Chartered legal executive (England and Wales),0,19,57,"Blairsden-Graeagle,CA"
7019,Abbott-Rogahn,entertainment,115.04,Product designer,0,19,89,"Westerville,NE"
7020,Beier and Sons,home,189.27,Investment analyst,0,20,50,"Redford,MO"
7021,"""Roberts, Daniel and Macejkovic""",kids_pets,4.45,Naval architect,0,20,57,"High Rolls Mountain Park,NM"
7022,"""Altenwerth, Cartwright and Koss""",shopping_net,7.78,"""Pilot, airline""",0,20,36,"Laramie,WY"
7023,Turcotte-Halvorson,misc_pos,3.33,Investment analyst,0,20,50,"Redford,MO"
7024,Stiedemann Lt,food_dining,49.3,Product designer,0,20,89,"Westerville,NE"
7025,"""Labadie, Treutel and Bode""",shopping_net,9.98,Counsellor,0,20,37,"Kansas City,MO"
7026,"""Mueller, Gerhold and Muelle""",health_fitness,77.92,Dealer,0,20,48,"Athena,OR"
7027,Predovic Inc,shopping_net,55.08,Musician,0,20,43,"Burbank,WA"
7028,"""Douglas, DuBuque and McKenzie""",travel,1.13,Human resources officer,0,20,57,"Manley,NE"
7029,"""Haley, Jewess and Bechtel""",shopping_pos,7.48,Educational psychologist,0,20,43,"Manville,WY"
7030,Dibbert and Sons,entertainment,17.79,Occupational psychologist,0,20,70,"Tomales,CA"
7031,Kris-Kertzmann,travel,9.69,Clothing/textile technologist,0,20,25,"Tekoa,WA"
7032,Bahringer Group,health_fitness,89.58,Product designer,0,20,89,"Westerville,NE"
7033,Sawayn PLC,shopping_pos,8.16,"""Lecturer, higher education""",0,20,31,"Riverton,WY"
7034,Gibson-Deckow,entertainment,69.28,Research scientist (physical sciences),0,20,43,"Lonetree,WY"
7035,Larkin Lt,kids_pets,64.85,"""Buyer, industrial""",0,20,33,"Daly City,CA"
7036,Lemke-Gutmann,shopping_net,2.65,Geoscientist,0,20,27,"San Jose,CA"
7037,"""Lubowitz, Terry and Stracke""",personal_care,344.59,Barrister,0,20,88,"Cascade Locks,OR"
7038,Dibbert and Sons,entertainment,38.81,"""Engineer, automotive""",0,20,50,"Hooper,NE"
7039,Bode-Rempel,kids_pets,57.83,Systems analyst,0,20,78,"Grenada,CA"
7040,Quitzon-Goyette,home,1.61,Contractor,0,20,43,"Phoenix,AZ"
7041,Barton LLC,kids_pets,26.94,Associate Professor,0,20,57,"Brainard,NE"
7042,Bahringer-Streich,food_dining,8.67,"""Editor, magazine features""",0,20,29,"Hawthorne,CA"
7043,Kling-Ernse,entertainment,146.17,"""Pilot, airline""",0,20,36,"Laramie,WY"
7044,"""McDermott, Osinski and Mo""",home,44.17,Research scientist (maths),0,20,96,"Howells,NE"
7045,Schmidt and Sons,shopping_net,6.79,"""Scientist, research (maths)""",0,20,33,"Paauilo,HI"
7046,Kautzer and Sons,personal_care,71.62,Marketing executive,0,20,32,"Parker Dam,CA"
7047,"""Weber, Thiel and Hammes""",kids_pets,273.54,Water engineer,0,20,49,"Littleton,CO"
7048,Torp-Lemke,misc_pos,6.29,"""Therapist, art""",0,20,36,"Moriarty,NM"
7049,"""Dare, Casper and Bartoletti""",kids_pets,39.7,"""Buyer, industrial""",0,20,33,"Daly City,CA"
7050,Simonis-Prohask,misc_pos,43.31,"""Surveyor, minerals""",0,20,37,"Thompson,UT"
7051,Wilkinson LLC,personal_care,1.47,Call centre manager,0,20,66,"Greenview,CA"
7052,Dickinson-Rempel,misc_pos,348.65,Osteopath,0,20,40,"Issaquah,WA"
7053,"""Hoppe, Harris and Bedn""",entertainment,39.51,Chief Marketing Officer,0,21,81,"Colton,WA"
7054,Larkin Lt,kids_pets,27.58,"""Engineer, maintenance""",0,21,68,"Gardiner,OR"
7055,"""Metz, Russel and Metz""",kids_pets,59.51,Chemical engineer,0,21,61,"Palmdale,CA"
7056,Mayert Group,shopping_pos,25.71,Airline pilot,0,21,39,"Napa,CA"
7057,Adams-Barrows,health_fitness,10.03,Product/process development scientist,0,21,51,"Lagrange,WY"
7058,Medhurst Inc,home,50.52,IT consultant,0,21,35,"Crownpoint,NM"
7059,Upton PLC,entertainment,37.71,Human resources officer,0,21,57,"Manley,NE"
7060,Abshire PLC,entertainment,20.03,Human resources officer,0,21,57,"Manley,NE"
7061,"""Hahn, Bahringer and McLaughlin""",personal_care,11.23,Educational psychologist,0,21,43,"Manville,WY"
7062,"""Hodkiewicz, Prohaska and Paucek""",travel,9.08,Barista,0,21,50,"Oakland,CA"
7063,"""Windler, Goodwin and Kovacek""",home,9.06,Systems analyst,0,21,78,"Grenada,CA"
7064,Kulas Group,health_fitness,87.48,Cytogeneticist,0,21,70,"Browning,MO"
7065,Reichert-Weissnat,travel,454.65,Early years teacher,0,21,51,"Helm,CA"
7066,Sporer-Keeble,personal_care,73.97,Mental health nurse,0,21,46,"Dumont,CO"
7067,Deckow-Dare,food_dining,33.95,Educational psychologist,0,21,43,"Manville,WY"
7068,Stark-Koss,home,71.95,Early years teacher,0,21,51,"Helm,CA"
7069,Reichel LLC,personal_care,98.07,Chartered legal executive (England and Wales),0,21,57,"Blairsden-Graeagle,CA"
7070,Medhurst Inc,home,67.84,Podiatrist,0,21,52,"Lakeport,CA"
7071,Kautzer and Sons,personal_care,81.79,Teaching laboratory technician,0,21,39,"Vancouver,WA"
7072,Buckridge PLC,misc_pos,4.02,"""Research officer, political party""",0,21,40,"Conway,WA"
7073,Schuppe-Schuppe,food_dining,17.42,"""Therapist, occupational""",0,21,73,"Carlotta,CA"
7074,Baumbach Lt,personal_care,4.66,Television floor manager,0,21,67,"Cardwell,MO"
7075,Effertz LLC,entertainment,9.73,Forensic psychologist,0,21,63,"Westfir,OR"
7076,Kub PLC,personal_care,78.02,"""Engineer, automotive""",0,22,50,"Hooper,NE"
7077,"""Yost, Schamberger and Windle""",kids_pets,81.87,Armed forces training and education officer,0,22,65,"Port Costa,CA"
7078,"""Prosacco, Kreiger and Kovacek""",home,82.3,Mental health nurse,0,22,46,"Dumont,CO"
7079,Kutch-Ferry,home,85.96,"""Therapist, occupational""",0,22,73,"Carlotta,CA"
7080,"""Becker, Harris and Harvey""",personal_care,63.39,Public house manager,0,22,50,"Burlington,WA"
7081,"""Roberts, Daniel and Macejkovic""",kids_pets,102.02,"""Surveyor, land/geomatics""",0,22,46,"Kirtland Afb,NM"
7082,Schaefer Lt,kids_pets,56.5,Systems analyst,0,22,78,"Grenada,CA"
7083,Kutch-Ferry,home,92.41,"""Education officer, museum""",0,22,57,"Freedom,WY"
7084,Jewess LLC,shopping_pos,37.84,Civil Service fast streamer,0,22,41,"Azusa,CA"
7085,"""Nienow, Barrows and Romague""",personal_care,18.67,Associate Professor,0,22,57,"Brainard,NE"
7086,Wilkinson LLC,personal_care,40.27,Architectural technologist,0,22,63,"Llano,NM"
7087,Reichel Inc,entertainment,16.42,Call centre manager,0,22,66,"Greenview,CA"
7088,"""Kuhic, Bins and Pfeffe""",shopping_net,6.45,Licensed conveyancer,0,22,24,"Ruidoso,NM"
7089,Crona and Sons,kids_pets,15.04,Music therapist,0,22,40,"Rock Springs,WY"
7090,Abbott-Rogahn,entertainment,137.12,Podiatrist,0,22,52,"Lakeport,CA"
7091,Veum-Koelpin,travel,2.58,Network engineer,0,22,69,"Kirk,CO"
7092,Dickinson Lt,personal_care,71.18,Podiatrist,0,22,52,"Lakeport,CA"
7093,Jewess LLC,shopping_pos,8.36,"""Editor, magazine features""",0,22,29,"Hawthorne,CA"
7094,"""Schumm, McLaughlin and Carte""",food_dining,72.21,Mental health nurse,0,22,46,"Dumont,CO"
7095,Gulgowski LLC,home,69.79,Naval architect,0,22,57,"High Rolls Mountain Park,NM"
7096,Abshire PLC,entertainment,75.84,Immigration officer,0,22,37,"Fiddletown,CA"
7097,"""Roberts, Ryan and Smith""",personal_care,71.12,Immigration officer,0,22,37,"Fiddletown,CA"
7098,Jewess LLC,shopping_pos,5.75,"""Engineer, production""",0,22,32,"Independence,MO"
7099,Little Lt,kids_pets,51.14,Counselling psychologist,0,22,24,"Phoenix,AZ"
7100,Lynch-Moh,travel,8.19,"""Surveyor, minerals""",0,22,37,"Thompson,UT"
7101,"""Nienow, Barrows and Romague""",personal_care,44.79,Network engineer,0,22,79,"Valentine,NE"
7102,"""Conroy, Balistreri and Gorczany""",health_fitness,19.17,"""Pilot, airline""",0,22,36,"Laramie,WY"
7103,"""Swaniawski, Lowe and Robel""",shopping_pos,28.07,Teaching laboratory technician,0,22,39,"Vancouver,WA"
7104,"""Parker, Nolan and Trantow""",entertainment,59.8,Water engineer,0,23,49,"Littleton,CO"
7105,"""Herman, Treutel and Dickens""",misc_net,72.35,"""Research officer, political party""",0,23,40,"Conway,WA"
7106,"""Cole, Hills and Jewess""",home,130.24,Airline pilot,0,23,39,"Napa,CA"
7107,Kub-Heaney,health_fitness,71.07,Education administrator,0,23,58,"Vinton,CA"
7108,"""Little, Gutmann and Lynch""",shopping_net,8.87,Educational psychologist,0,23,43,"Manville,WY"
7109,"""Haley, Batz and Aue""",health_fitness,22.61,Chartered legal executive (England and Wales),0,23,57,"Blairsden-Graeagle,CA"
7110,Waelchi-Wol,kids_pets,43.37,Tourist information centre manager,0,23,49,"Meadville,MO"
7111,"""Walter, Hettinger and Kessle""",personal_care,212.5,Product designer,0,23,89,"Westerville,NE"
7112,Schaefer Lt,kids_pets,59.67,Sales executive,0,23,54,"Laguna Hills,CA"
7113,Heathcote LLC,shopping_net,6.87,"""Lecturer, higher education""",0,23,31,"Riverton,WY"
7114,Baumbach Lt,personal_care,37.73,Civil Service administrator,0,23,48,"Albuquerque,NM"
7115,Bins-Howell,personal_care,47.06,Museum/gallery exhibitions officer,0,23,32,"Colorado Springs,CO"
7116,Thiel PLC,misc_pos,237.36,Land/geomatics surveyor,0,23,39,"Arnold,MO"
7117,"""Zemlak, Tillman and Cremin""",personal_care,50.8,Network engineer,0,23,69,"Kirk,CO"
7118,Wisozk and Sons,misc_pos,7.22,Network engineer,0,0,69,"Kirk,CO"
7119,Kemmer-Buckridge,misc_pos,29.95,Freight forwarder,0,0,48,"Fort Washakie,WY"
7120,Huel-Langworth,misc_net,8.5,Firefighter,0,0,51,"Norwalk,CA"
7121,"""Raynor, Feest and Mille""",gas_transport,42.67,Agricultural consultant,0,0,74,"Blairstown,MO"
7122,Kilback LLC,grocery_pos,92.27,Research scientist (maths),0,0,96,"Howells,NE"
7123,"""Olson, Becker and Koch""",gas_transport,98.78,"""Therapist, art""",0,0,36,"Moriarty,NM"
7124,Hermann and Sons,shopping_pos,1.77,Cartographer,0,0,58,"Mesa,ID"
7125,Smith-Stokes,misc_pos,54.36,"""Buyer, industrial""",0,0,33,"Daly City,CA"
7126,Wolf Inc,grocery_pos,43.18,Advertising account planner,0,0,42,"Glendale,CA"
7127,"""Jones, Sawayn and Romague""",misc_net,5.19,"""Surveyor, land/geomatics""",0,0,46,"Kirtland Afb,NM"
7128,"""Lind, Huel and McClure""",gas_transport,54.61,Occupational psychologist,0,0,70,"Tomales,CA"
7129,"""Raynor, Reinger and Hagenes""",gas_transport,83.6,Barista,0,0,50,"Oakland,CA"
7130,Spencer PLC,entertainment,72.88,Research scientist (maths),0,0,96,"Howells,NE"
7131,Hudson-Ratke,grocery_pos,47.37,Firefighter,0,0,51,"Norwalk,CA"
7132,"""Hagenes, Kohler and Hoppe""",food_dining,129.55,"""Investment banker, corporate""",0,0,74,"Unionville,MO"
7133,Harris Inc,gas_transport,79.79,Electronics engineer,0,0,35,"Centerview,MO"
7134,"""Stokes, Christiansen and Sipes""",grocery_net,62.92,Public librarian,0,0,50,"Jelm,WY"
7135,"""Goldner, Kovacek and Abbott""",grocery_pos,72.66,"""Surveyor, land/geomatics""",0,0,36,"Red River,NM"
7136,Barton Inc,grocery_pos,118.46,"""Radiographer, diagnostic""",0,0,62,"Syracuse,MO"
7137,Paucek-Wiz,grocery_net,72.88,"""Buyer, industrial""",0,1,33,"Daly City,CA"
7138,"""Tillman, Dickinson and Labadie""",gas_transport,53.66,"""Therapist, music""",0,1,36,"Mountain Center,CA"
7139,Pouros-Conroy,shopping_pos,7.98,Network engineer,0,1,79,"Valentine,NE"
7140,Miller-Harris,misc_net,23.59,"""Surveyor, minerals""",0,1,37,"Thompson,UT"
7141,Auer-West,shopping_net,75.42,Health service manager,0,1,97,"June Lake,CA"
7142,Kutch and Sons,grocery_pos,94.83,Human resources officer,0,1,39,"Red Cliff,CO"
7143,"""Towne, Walker and Bore""",grocery_net,40.9,Tax inspector,0,1,36,"Rocky Mount,MO"
7144,Conroy-Cruickshank,gas_transport,47.58,Systems analyst,0,1,78,"Grenada,CA"
7145,"""Lockman, West and Runte""",grocery_pos,97.09,"""Engineer, automotive""",0,1,50,"Hooper,NE"
7146,Miller-Hauck,grocery_pos,125.8,Public librarian,0,1,50,"Jelm,WY"
7147,Auer-Mosciski,grocery_pos,44.66,"""Lecturer, higher education""",0,1,31,"Riverton,WY"
7148,Medhurst PLC,shopping_net,9.92,Health service manager,0,1,97,"June Lake,CA"
7149,"""Reilly, Heaney and Cole""",gas_transport,65.46,"""Therapist, art""",0,1,36,"Moriarty,NM"
7150,Kuhic LLC,shopping_net,8.18,Telecommunications researcher,0,1,74,"Holstein,NE"
7151,"""Zboncak, Rowe and Murazik""",shopping_net,6.06,"""Scientist, physiological""",0,1,60,"Eugene,OR"
7152,"""Stroman, Hudson and Erdman""",gas_transport,62.95,Historic buildings inspector/conservation officer,0,1,52,"Espanola,NM"
7153,Corwin-Gorczany,misc_net,8.35,Water engineer,0,1,49,"Littleton,CO"
7154,"""Rippin, Kub and Mann""",misc_net,4.6,Osteopath,0,1,40,"Issaquah,WA"
7155,"""Reilly, Heaney and Cole""",gas_transport,43.3,Agricultural consultant,0,1,74,"Blairstown,MO"
7156,Kuphal-Predovic,misc_net,28.03,Chartered legal executive (England and Wales),0,2,57,"Blairsden-Graeagle,CA"
7157,"""Osinski, Ledner and Leuschke""",grocery_pos,124.23,Town planner,0,2,58,"Luray,MO"
7158,Rempel PLC,grocery_net,48.69,Economist,0,2,31,"Jordan Valley,OR"
7159,Kuhn LLC,shopping_pos,15.76,"""Civil engineer, contracting""",0,2,63,"Santa Monica,CA"
7160,Miller-Harris,misc_net,108.65,Armed forces training and education officer,0,2,65,"Port Costa,CA"
7161,Zemlak Group,misc_net,95.34,"""Engineer, agricultural""",0,2,44,"Kissee Mills,MO"
7162,Durgan-Aue,misc_net,7.2,Educational psychologist,0,2,43,"Manville,WY"
7163,Corwin-Collins,gas_transport,65.01,"""Surveyor, mining""",0,2,51,"Fullerton,NE"
7164,Goldner-Lemke,entertainment,178.9,"""Civil engineer, contracting""",0,2,63,"Santa Monica,CA"
7165,Donnelly PLC,misc_net,2.51,Music therapist,0,2,40,"Rock Springs,WY"
7166,Cormier LLC,shopping_net,34.79,"""Scientist, audiological""",0,2,61,"Mendon,UT"
7167,Kling Inc,gas_transport,128.87,Firefighter,0,2,51,"Norwalk,CA"
